name,lat,lng,category,city,country,googleMapsLink,note
大師傅粥品,22.2991643,114.1740643,台式小吃,香港,HK,http://maps.google.com/?cid=3535680177316347772,
新興發點心 New Hing Fat Dim Sum,22.2880826,114.1415764,港式/粵菜,香港,HK,http://maps.google.com/?cid=17833527258639722178,
肥姐小食,22.3157754,114.171733,港式料理,香港,HK,http://maps.google.com/?cid=18281040563633956922,
My Cup of Tea,22.2761048,114.1729032,港式料理,香港,HK,http://maps.google.com/?cid=3134634912512399542,
阿孟石碗燒河粉,25.0218586,121.5429563,台式料理,台北,TW,http://maps.google.com/?cid=4794311408175249411,
甘牌燒鵝,22.277642,114.175305,港式/粵菜,香港,HK,http://maps.google.com/?cid=10755535674325808389,
魚之誘日式料理,25.0112815,121.4545305,台式料理,台北,TW,http://maps.google.com/?cid=11461834176394023666,
軟蛋醬 蛋包飯專門製作所 台北信義店,25.0289609,121.5628562,台式料理,台北,TW,http://maps.google.com/?cid=2344289970826619450,
野菜家,25.0501926,121.5276393,台式料理,台北,TW,http://maps.google.com/?cid=9132619400540272109,
澗面小酒館 Bar & Cafe,25.0136888,121.5343786,咖啡廳,台北,TW,http://maps.google.com/?cid=7621443189843576976,
味自慢牛排,25.0124461,121.5355258,西式料理,台北,TW,http://maps.google.com/?cid=170549140073230581,
Sky Lab,25.0308765,121.5504864,台式料理,台北,TW,http://maps.google.com/?cid=17184367554526169080,
Hitsumabushi Bincho Dai-Nagoya Building Branch,35.1718784,136.8843021,鰻魚料理,名古屋,JP,http://maps.google.com/?cid=658691133629224432,
麵家獅子丸,35.1744608,136.8793602,日式料理,名古屋,JP,http://maps.google.com/?cid=3683998805213358281,
Shibafukuya,35.1751295,136.8915193,日式料理,名古屋,JP,http://maps.google.com/?cid=10242403410560584466,
Tsukishima Monja Kuuya Nagoya Hisayaodori Park,35.1716476,136.9086707,景點,名古屋,JP,http://maps.google.com/?cid=15724544701532937928,
世界的山將 本店,35.1680054,136.9134107,日式料理,名古屋,JP,http://maps.google.com/?cid=6247528068591419659,
熱田蓬萊軒（松阪屋店）,35.164522,136.907932,鰻魚料理,名古屋,JP,http://maps.google.com/?cid=14830168509557160238,
Mori-ya,34.2396613,134.0514987,日式料理,,JP,http://maps.google.com/?cid=7094663818851653487,
烏龍麵一福 國分寺本店,34.3080364,133.9753189,景點,,JP,http://maps.google.com/?cid=5631768043053013375,
Okasen,34.3092903,133.820996,日式料理,,JP,http://maps.google.com/?cid=13162402787490582476,
Mendokoro Wataya Marugame,34.2963123,133.7961602,日式料理,,JP,http://maps.google.com/?cid=10966665367875193285,
TAIRAYA,35.7171943,139.3481331,日式料理,東京,JP,http://maps.google.com/?cid=12712338315949919345,
Sandoria Tonden,43.1350016,141.3383147,日式料理,北海道,JP,http://maps.google.com/?cid=3532324844148434040,
夕鶴,43.1197861,141.3398687,日式料理,北海道,JP,http://maps.google.com/?cid=7202168555816970,
"Yoichiya – Uni Specialty Restaurant, Hokkaido-Yoichi",43.1925169,140.799326,日式料理,北海道,JP,http://maps.google.com/?cid=16050092432156942103,
Nagoyakatei Kitano,43.0129495,141.4496672,日式料理,北海道,JP,http://maps.google.com/?cid=1712506067158383117,
Ajidokoro Tamaoki,42.9660539,141.1661303,日式料理,北海道,JP,http://maps.google.com/?cid=1597459657654957786,
牛助(日式燒肉餐廳),42.5652011,140.8135089,燒肉/燒烤,,JP,http://maps.google.com/?cid=14464439939118228945,
エクスクラメーションベーカリー,42.972399,141.1665847,日式料理,北海道,JP,http://maps.google.com/?cid=5350152068403107130,
蕎麥麵 紅葉亭,42.9677163,141.1673504,蕎麥麵,北海道,JP,http://maps.google.com/?cid=835441972706385678,
Amano Family Farm,42.5802269,141.3203537,日式料理,北海道,JP,http://maps.google.com/?cid=6160613027339962367,
Lake Hill Farm,42.6155325,140.786491,日式料理,,JP,http://maps.google.com/?cid=260280535989566344,
Shiraoi Beef Shop Iwasaki Omotenashi-tei,42.5654084,141.3856505,日式料理,北海道,JP,http://maps.google.com/?cid=8517613581999993932,
Wagyu Yakiniku BBQ Gyuta Honjin LINKS UMEDA Restauraut,34.7038661,135.4959056,燒肉/燒烤,大阪,JP,http://maps.google.com/?cid=7114669842640646760,
矢場丼 矢場町本店,35.1616781,136.9062361,豬排,名古屋,JP,http://maps.google.com/?cid=998878612653937480,
Hitsumabushi Hanaoka,35.1671451,136.9052649,鰻魚料理,名古屋,JP,http://maps.google.com/?cid=7834563016046645259,
麵屋大河,36.5788178,136.6522998,日式料理,,JP,http://maps.google.com/?cid=1046631926684167591,
Tonkatsumasachan Nuttari Honten,37.9245214,139.0660487,豬排,,JP,http://maps.google.com/?cid=14703479564024164850,
Nadai Unatoto,35.7111357,139.7748663,日式料理,東京,JP,http://maps.google.com/?cid=8904068187524217132,
横濱八景島海島樂園,35.336458,139.6452299,日式料理,東京,JP,http://maps.google.com/?cid=4712356050287709511,
Hakata Tempura Takao,35.6620495,139.6991707,天婦羅,東京,JP,http://maps.google.com/?cid=5567198650451243487,
Tendon Kaneko Hannosuke Tsukiji Main Branch,35.6674159,139.770525,日式料理,東京,JP,http://maps.google.com/?cid=2039351146436785011,
權八 西麻布,35.6601742,139.7235797,日式料理,東京,JP,http://maps.google.com/?cid=1337614840498094983,
炸魚餅 籠屋清次郎,35.2324771,139.103133,日式料理,,JP,http://maps.google.com/?cid=17213702932197623048,
Maruhira,42.4533155,141.175331,日式料理,,JP,http://maps.google.com/?cid=5022930386593604892,
とんかつ玉藤 登別店,42.3730468,141.0603651,豬排,,JP,http://maps.google.com/?cid=10736378207596645043,
地域食堂ゆめみ～る,42.4141538,141.1145181,日式料理,,JP,http://maps.google.com/?cid=12463278467365636352,
迴轉壽司 Toriton 平岸店,43.0243804,141.3665081,壽司,北海道,JP,http://maps.google.com/?cid=7773101100054591983,
Kitanotakumihyakuenkurippa Shintomiten,42.6230742,141.570386,日式料理,北海道,JP,http://maps.google.com/?cid=3662409326052612622,
Sumiya,43.7694923,142.3618748,日式料理,,JP,http://maps.google.com/?cid=16832404390012248582,
迴轉壽司 Toriton 圓山店,43.0624065,141.3204304,壽司,北海道,JP,http://maps.google.com/?cid=7075063398402297340,
Uomasa,43.1978419,140.9985657,日式料理,北海道,JP,http://maps.google.com/?cid=16937422294470843851,
拉麵天金 拉麵村店,43.7816475,142.4139865,拉麵,,JP,http://maps.google.com/?cid=9649710262943366374,
天金拉麵 四条店,43.7678054,142.3632508,拉麵,,JP,http://maps.google.com/?cid=12945352166746598361,
小小兔子廚房［香榭總店］特休請看IG,23.974029,121.6075085,台式料理,花蓮,TW,http://maps.google.com/?cid=6059440969656501452,
CARNE,33.264856,131.3563542,日式料理,,JP,http://maps.google.com/?cid=14265249868134328321,
Hakodate Uni Murakami Nippon Life Sapporo Building Store,43.0648623,141.3499018,日式料理,北海道,JP,http://maps.google.com/?cid=18038270948187099917,
みなと食堂,42.6307533,141.6157041,日式料理,北海道,JP,http://maps.google.com/?cid=12016498002518253020,
迴轉壽司 Toriton 旭神店,43.7346535,142.3891144,壽司,,JP,http://maps.google.com/?cid=482937910341357973,
Asahikawa Ramen Aoba-honten,43.766732,142.3611959,拉麵,,JP,http://maps.google.com/?cid=5799002223605603152,
成吉思汗大黑屋,43.7694439,142.3572799,日式料理,,JP,http://maps.google.com/?cid=9047220901540003227,
Lilac,43.0706936,141.3693946,日式料理,北海道,JP,http://maps.google.com/?cid=227453821152833126,
海鮮寿しトリトン 手稲店,43.1258174,141.2425121,海鮮料理,北海道,JP,http://maps.google.com/?cid=11219625177780800892,
泰好吃泰國船麵,25.0138878,121.5334094,泰式料理,台北,TW,http://maps.google.com/?cid=11464030741484438710,
旭川成吉思汗大黑屋 札幌1號店,43.0562872,141.3558649,日式料理,北海道,JP,http://maps.google.com/?cid=3867848181007049944,
旭川成吉思汗大黑屋 札幌2號店,43.0539096,141.3516676,日式料理,北海道,JP,http://maps.google.com/?cid=3112874501631390891,
Gojogen,43.0511046,141.3459097,日式料理,北海道,JP,http://maps.google.com/?cid=4912514413759231137,
迴轉壽司 根室花丸 手稻前田店,43.1277618,141.2557939,壽司,北海道,JP,http://maps.google.com/?cid=7771130929135898717,
Gannen,43.0577927,141.3588598,日式料理,北海道,JP,http://maps.google.com/?cid=17875721006272072141,
SOUP CURRY KING,43.0580822,141.3535597,咖哩/印度,北海道,JP,http://maps.google.com/?cid=11288501125129571132,
神宮茶屋,43.0551016,141.309373,日式料理,北海道,JP,http://maps.google.com/?cid=706266185615535746,
烤牛舌 善治郎 仙台站前本店,38.2619295,140.8805187,日式料理,,JP,http://maps.google.com/?cid=10232609390919022352,
牛たん料理 閣 ブランドーム本店,38.2613274,140.8718628,日式料理,,JP,http://maps.google.com/?cid=16837222147962109236,
Uetai,34.1196926,134.5483706,日式料理,,JP,http://maps.google.com/?cid=7159150040245216073,
天ぷら ご天,33.8360225,132.7629249,天婦羅,,JP,http://maps.google.com/?cid=17705917768124046603,
Ramen shop Kuraki,33.5604852,133.5394091,拉麵,高知,JP,http://maps.google.com/?cid=14938791122352366488,
Myojinmaru Hirome Market Store,33.5604325,133.5358304,日式料理,高知,JP,http://maps.google.com/?cid=685507622552095731,
高知城,33.5608125,133.5314844,日式料理,高知,JP,http://maps.google.com/?cid=1517076722750327054,
隠岐島拉麺,34.6650143,133.9203938,日式料理,,JP,http://maps.google.com/?cid=15421092970639668105,
Hokkaido Soup Curry Restaurant Okushiba Shoten Okushibaa chan,43.0574215,141.3052778,咖哩/印度,北海道,JP,http://maps.google.com/?cid=434423533346375296,
進福炒鱔魚專家,22.9890848,120.2097829,台式料理,台南,TW,http://maps.google.com/?cid=2541445970604582026,
自己的房間,22.9974617,120.2012626,台式料理,台南,TW,http://maps.google.com/?cid=11151166252089808724,
熹湯舖子【台北艋舺店】雞湯 / 蒸蛋 / 滷肉飯 專賣,25.0328874,121.5014962,台式料理,台北,TW,http://maps.google.com/?cid=10103856611296489049,
茶和和 小樽店,43.193651,141.0064044,日式料理,北海道,JP,http://maps.google.com/?cid=9547647696479773466,
FUGU Japanese Gastropub,25.0318009,121.5581535,台式料理,台北,TW,http://maps.google.com/?cid=235036168141185569,
Shima no Hito,42.7868031,141.6817863,日式料理,北海道,JP,http://maps.google.com/?cid=7533408546079962082,
葱屋にょろ助 先斗町店,35.0058551,135.7710613,日式料理,京都,JP,http://maps.google.com/?cid=3964098132917903924,
天ぷら 梵,43.1948114,141.0005891,天婦羅,北海道,JP,http://maps.google.com/?cid=10376241323638502859,
Yabuhan Soba,43.1965111,140.9958367,蕎麥麵,北海道,JP,http://maps.google.com/?cid=15230042664397180745,
Ramen Tokaiya,43.1986846,140.9957857,拉麵,北海道,JP,http://maps.google.com/?cid=4222598841298319950,
若鶏時代 なると 本店,43.2003732,140.9950942,日式料理,北海道,JP,http://maps.google.com/?cid=8896147539216171636,
Kamaei Factory Outlet,43.195798,141.004869,購物,北海道,JP,http://maps.google.com/?cid=16919636097366085168,
湯咖喱 奥芝商店 站前創成寺,43.0667859,141.354339,景點,北海道,JP,http://maps.google.com/?cid=15253944211594759480,
Toriton Kita 8,43.0727363,141.3614178,日式料理,北海道,JP,http://maps.google.com/?cid=1403429751979837764,
Sandria 本店,43.0494283,141.3457879,日式料理,北海道,JP,http://maps.google.com/?cid=8407431263604113708,
札幌啤酒花園,43.0713342,141.3690782,日式料理,北海道,JP,http://maps.google.com/?cid=637930090976473508,
蝦味拉麵 一幻 總本店,43.05127,141.345472,拉麵,北海道,JP,http://maps.google.com/?cid=133821498680476131,
Sushi-Don,43.0568288,141.3501992,壽司,北海道,JP,http://maps.google.com/?cid=13528287860081912187,
千壽,43.0603642,141.3443628,日式料理,北海道,JP,http://maps.google.com/?cid=6029670443761913294,
信玄拉麵,43.0522777,141.3475432,拉麵,北海道,JP,http://maps.google.com/?cid=11307649988743543203,
Teshikaga Ramen,43.0548706,141.3543394,拉麵,北海道,JP,http://maps.google.com/?cid=12372647347263809835,
札幌拉麵 悠,43.0549506,141.3542979,拉麵,北海道,JP,http://maps.google.com/?cid=18191763978182280290,
Tempura Yahei,43.0646532,141.3515215,天婦羅,北海道,JP,http://maps.google.com/?cid=5638432211350854429,
福鼎湯包店,24.9991357,121.5566605,上海料理,台北,TW,http://maps.google.com/?cid=1003294902205359245,
老童小吃部,25.0195528,121.5532037,台式料理,台北,TW,http://maps.google.com/?cid=10484112484394723567,
Garden House Family sushi,43.186025,140.7972959,景點,北海道,JP,http://maps.google.com/?cid=2850714405549766547,
Marutoma Shokudo,42.6293918,141.6168716,日式料理,北海道,JP,http://maps.google.com/?cid=4039739176249433927,
魚金食堂,42.6298623,141.6158885,日式料理,北海道,JP,http://maps.google.com/?cid=9690915179830403290,
辣一番 札幌拉麵 Susukino,43.0547814,141.3531506,拉麵,北海道,JP,http://maps.google.com/?cid=17605152258301071078,
成吉思汗 薄野 4.4店,43.0548577,141.352447,日式料理,北海道,JP,http://maps.google.com/?cid=17613118764433307011,
Ezoyou,43.0558186,141.3519854,日式料理,北海道,JP,http://maps.google.com/?cid=8650749922116437354,
Suage+ Soup Curry,43.0557369,141.3512699,咖哩/印度,北海道,JP,http://maps.google.com/?cid=10502422655510800755,
Rojiura Curry SAMURAI(湯珈哩）,43.0557952,141.3498962,咖哩/印度,北海道,JP,http://maps.google.com/?cid=4058039057143400356,
喜來登拉麵,43.0568695,141.3492218,拉麵,北海道,JP,http://maps.google.com/?cid=6763357948496035359,
Izakaya rukku & uohei,43.0568518,141.3483492,日式料理,北海道,JP,http://maps.google.com/?cid=2508574383591245754,
Soul Store Sapporo Odori,43.056486,141.347864,日式料理,北海道,JP,http://maps.google.com/?cid=10154109025880058657,
麵屋雪風 薄野本店,43.052337,141.3526813,日式料理,北海道,JP,http://maps.google.com/?cid=17311734638072208550,
拉麵 新,43.0521261,141.3490909,拉麵,北海道,JP,http://maps.google.com/?cid=1672072525365190575,
札幌黑拉麵,43.054225,141.3507499,拉麵,北海道,JP,http://maps.google.com/?cid=6518320640522172868,
鳥貴族 札幌車站南口店,43.0660516,141.3482936,交通節點,北海道,JP,http://maps.google.com/?cid=11984156868812598241,
湯咖哩 Suage4,43.0646993,141.3513804,咖哩/印度,北海道,JP,http://maps.google.com/?cid=4922615771294077315,
麵屋 彩未,43.0352658,141.3819435,日式料理,北海道,JP,http://maps.google.com/?cid=13230786759453686988,
Shabuzen Umedaten,34.6969038,135.4963967,火鍋,大阪,JP,http://maps.google.com/?cid=8518360458873667811,
鰻 山椒 五行 京都,35.0107639,135.7531987,鰻魚料理,京都,JP,http://maps.google.com/?cid=17201407337368505271,
豆花森,25.0292223,121.5614746,台式料理,台北,TW,http://maps.google.com/?cid=4631213592903479818,
Oguma Shoten,43.058311,141.358181,日式料理,北海道,JP,http://maps.google.com/?cid=14332231837987868939,
Nijo Market Sapporo Seafood Donbe,43.0586722,141.3593018,海鮮料理,北海道,JP,http://maps.google.com/?cid=13429710081302807996,
Otaru Ezoya,43.1950186,141.0046839,日式料理,北海道,JP,http://maps.google.com/?cid=13806677011379471206,
Yoichiya,43.1952304,141.0041684,日式料理,北海道,JP,http://maps.google.com/?cid=916865764882820641,
迴轉壽司 Toriton 豐平店,43.0506336,141.3721361,壽司,北海道,JP,http://maps.google.com/?cid=172791602120061703,
活一鮮 南3条店,43.0561486,141.3508188,日式料理,北海道,JP,http://maps.google.com/?cid=10649156200873932661,
湯咖喱 奥芝商店 実家,43.0588175,141.3499365,日式料理,北海道,JP,http://maps.google.com/?cid=4555561406331736458,
Soup Curry GARAKU Sapporo Main Restaurant,43.0583997,141.3588997,咖哩/印度,北海道,JP,http://maps.google.com/?cid=16775367457305999515,
炸豬排 檍 札幌薄野店,43.0567901,141.354808,豬排,北海道,JP,http://maps.google.com/?cid=3620560736395019616,
湯咖哩 Yellow,43.0586116,141.3513887,咖哩/印度,北海道,JP,http://maps.google.com/?cid=6148221728022570627,
黒岩咖哩飯店 本店,43.0604034,141.3443824,住宿,北海道,JP,http://maps.google.com/?cid=3362133266995739800,
Medicineman,43.0443938,141.3435701,日式料理,北海道,JP,http://maps.google.com/?cid=448541617877329935,
富平豬腳,35.0995589,129.027321,台式小吃,釜山,KR,http://maps.google.com/?cid=8734315328597709042,
元祖糖餅，南浦街,35.0988394,129.029148,韓式料理,釜山,KR,http://maps.google.com/?cid=11875067571965763027,
다비치안경 서면점(Davich seomyeon),35.1539892,129.0588848,韓式料理,釜山,KR,http://maps.google.com/?cid=12784894272685768800,
馬山辣燉章蟹.HAEMAKKI醬油蟹,35.160128,129.1665765,海鮮料理,釜山,KR,http://maps.google.com/?cid=1625550975273525390,
牡蠣屋,34.2985395,132.3217038,日式料理,,JP,http://maps.google.com/?cid=14654651940468593869,
Unagi Kushiyaki Izumo,34.7030603,135.4955727,鰻魚料理,大阪,JP,http://maps.google.com/?cid=16948402278081890035,
肉屋肉一 博多店,33.5862991,130.4218915,日式料理,福岡,JP,http://maps.google.com/?cid=8721291864666113538,
홍이네대왕조개전골 본점,35.8602408,128.523037,韓式料理,大邱,KR,http://maps.google.com/?cid=7072404333779354138,
一個男人的烤肉,35.8665296,128.5979348,燒肉/燒烤,大邱,KR,http://maps.google.com/?cid=17636358319834070646,
고상봉,35.1572101,129.0650331,韓式料理,釜山,KR,http://maps.google.com/?cid=8769187674747926892,
Roanu,35.2734242,129.2321682,韓式料理,釜山,KR,http://maps.google.com/?cid=9237705387783333953,
신사꽂게당 해운대점 Haeundae Marinated Crab – Korean Gejang Restaurant | 海雲台ケジャン専門店｜韓国カニ料理,35.1597081,129.1595155,海鮮料理,釜山,KR,http://maps.google.com/?cid=16587963154613251973,
Yakiniku AGITO HIRAO,33.5732751,130.4044243,燒肉/燒烤,福岡,JP,http://maps.google.com/?cid=14437771722424606970,
腸子酒館 風土.札幌車站前店,43.0667978,141.3532223,交通節點,北海道,JP,http://maps.google.com/?cid=3525233140899376374,
Konayuki Tonton Eniwa,42.8897946,141.5690148,日式料理,北海道,JP,http://maps.google.com/?cid=7590403310595926431,
海味はちきょう,43.056426,141.3540182,日式料理,北海道,JP,http://maps.google.com/?cid=4951280935922912116,
蛯天分店（三越）,43.0581795,141.3514813,日式料理,北海道,JP,http://maps.google.com/?cid=14278792051805802903,
新羅食堂 （鐵板辣炒章魚）,35.8693285,128.5942113,韓式料理,大邱,KR,http://maps.google.com/?cid=15952800806693490754,
元祖老奶奶湯飯,35.8970945,128.6380673,韓式料理,大邱,KR,http://maps.google.com/?cid=10001961765760377669,
浜屋沖繩麵,26.3293112,127.744315,日式料理,沖繩,JP,http://maps.google.com/?cid=12045287017928494962,
銀座 佐藤養助,35.6714522,139.7615542,日式料理,東京,JP,http://maps.google.com/?cid=12892562419540071658,
心KOKORO食堂 新日料Food&Bar-台北丼飯 中山美食 行天宮美食 松江美食,25.0611329,121.5347872,台式料理,台北,TW,http://maps.google.com/?cid=14603279567117575149,
二弄燒肉-斗六必吃燒肉|特色燒肉|平價燒肉|燒肉餐廳|燒肉推薦|在地推薦燒肉,23.7069904,120.5402152,燒肉/燒烤,嘉義,TW,http://maps.google.com/?cid=4739631703262420928,
烏達里家,37.5613796,126.9834141,韓式料理,首爾,KR,http://maps.google.com/?cid=8989477628759646476,
DEG 度 韓國燒肉概念,24.1404772,120.6275609,燒肉/燒烤,台中,TW,http://maps.google.com/?cid=15565630077925203544,
Uri Pork Soup Rice,35.1199492,129.0393062,冰品,釜山,KR,http://maps.google.com/?cid=14472215470083075190,
南浦雪濃湯,35.0984667,129.0320586,韓式料理,釜山,KR,http://maps.google.com/?cid=7567923698277093341,
자매국밥,35.158299,129.125699,韓式料理,釜山,KR,http://maps.google.com/?cid=14763605508582467853,
圓泰式料理,25.0639407,121.4993218,泰式料理,台北,TW,http://maps.google.com/?cid=701480352106800376,
金春喜韓廚-台北長一店,25.0482186,121.5401659,台式料理,台北,TW,http://maps.google.com/?cid=3809063735309074741,
双豚ラーメン,25.0274807,121.4651899,拉麵,台北,TW,http://maps.google.com/?cid=1662767501246430134,
巨松燉排骨,35.867367,128.5909394,韓式料理,大邱,KR,http://maps.google.com/?cid=5521837703356438138,
황금장어 제주본점,33.4837384,126.4846085,韓式料理,濟州,KR,http://maps.google.com/?cid=12246482075947172472,
鴨箱｜日式炙燒鴨肉飯,25.030273,121.553359,台式料理,台北,TW,http://maps.google.com/?cid=3439849110559990762,
麺処田冶,25.039517,121.5523125,台式料理,台北,TW,http://maps.google.com/?cid=13651717536698103916,
하여금 흑돼지 전문점,33.4850855,126.4824952,韓式料理,濟州,KR,http://maps.google.com/?cid=11727659949245234933,
고깃집돈누리,33.4855236,126.4876149,韓式料理,濟州,KR,http://maps.google.com/?cid=18424302606554137512,
三姓穴海鮮鍋삼성혈해물탕,33.487989,126.49977,海鮮料理,濟州,KR,http://maps.google.com/?cid=10012107660815598683,
88 Pork,33.4893284,126.4895668,韓式料理,濟州,KR,http://maps.google.com/?cid=9773326851992384900,
홍대개미 제주노형점,33.483881,126.4795812,韓式料理,濟州,KR,http://maps.google.com/?cid=615109609178677875,
Eun-hee Haejangguk(Hangover Soup),33.4852312,126.4847347,韓式料理,濟州,KR,http://maps.google.com/?cid=562589920633102401,
二月半,25.053597,121.522136,台式料理,台北,TW,http://maps.google.com/?cid=11286059967822470819,
真劍拉麵,25.021666,121.5278964,拉麵,台北,TW,http://maps.google.com/?cid=15873499252613428986,
蒝山拉麵,25.0372962,121.5463333,拉麵,台北,TW,http://maps.google.com/?cid=4791914518792953352,
桂師傅,25.0430516,121.5424488,台式料理,台北,TW,http://maps.google.com/?cid=16855015732225491356,
三民大飯店,24.8013961,121.7650688,住宿,宜蘭,TW,http://maps.google.com/?cid=1913506620433773219,
The Slice Shop 信義安和,25.0303893,121.5528951,冰品,台北,TW,http://maps.google.com/?cid=17546814699273972097,
四米大石鍋拌飯專賣,25.0537538,121.5208166,台式料理,台北,TW,http://maps.google.com/?cid=12308065410305040038,
なごやか亭 Nagoyaka亭 發寒店,43.0885011,141.2798386,日式料理,北海道,JP,http://maps.google.com/?cid=3234006910516725654,
迴轉壽司 根室花丸 JR Tower Stellar Place店,43.0679281,141.3501447,景點,北海道,JP,http://maps.google.com/?cid=5164715388780302898,
水果蛋糕 KINOTOYA,43.061419,141.352291,甜點,北海道,JP,http://maps.google.com/?cid=364283731916036687,
札幌卡蘇拉麵和天婦羅風土。博多中洲店,33.592551,130.4062879,拉麵,福岡,JP,http://maps.google.com/?cid=1546047307929706876,
燒肉 大東園 本店,33.592771,130.411436,燒肉/燒烤,福岡,JP,http://maps.google.com/?cid=7561051545393915502,
천장어 제주,33.4788708,126.4805989,韓式料理,濟州,KR,http://maps.google.com/?cid=8026101843451352856,
Jeju Gommak Restaurant,33.556821,126.720503,韓式料理,濟州,KR,http://maps.google.com/?cid=6231426386115345639,
Paik's Coffee & Bakery Sasu,33.5092672,126.47675,麵包坊,濟州,KR,http://maps.google.com/?cid=4971670969062290784,
Audrant Bakery,33.5420828,126.671551,麵包坊,濟州,KR,http://maps.google.com/?cid=2138997668074867754,
曹料理,25.0307174,121.559374,台式料理,台北,TW,http://maps.google.com/?cid=7797852621846785795,
依鼎越式美食,25.0295782,121.5615026,台式料理,台北,TW,http://maps.google.com/?cid=4505062728839256707,
Meat Love橡木炭火韓國烤肉 信義店,25.0328911,121.5591635,燒肉/燒烤,台北,TW,http://maps.google.com/?cid=6332621020406384686,
丸舢拉麵 市府店,25.0415895,121.5654095,拉麵,台北,TW,http://maps.google.com/?cid=13294428349241161717,
楊仔頭羊肉爐,23.9575033,120.4828567,羊肉爐,台中,TW,http://maps.google.com/?cid=1498499152269755895,
Fukuchian - Nijō-jō-mae,35.0112712,135.7523096,日式料理,京都,JP,http://maps.google.com/?cid=13399436729407763006,
燒肉三六苑｜40年正宗日本魂！真正美味的最強傳統日式燒肉/台北美食/燒肉/restaurants,25.0302574,121.5531375,燒肉/燒烤,台北,TW,http://maps.google.com/?cid=10383948524371120233,
泰福泰式料理信義店,25.031959,121.55979,泰式料理,台北,TW,http://maps.google.com/?cid=55227629343846739,
三姓穴鮑魚海鮮湯分店,33.5038914,126.4653931,海鮮料理,濟州,KR,http://maps.google.com/?cid=3097643666737192793,
P.ARK,35.0862015,129.076151,其他,,JP,http://maps.google.com/?cid=15661325924694665620,
국수명가,35.1718139,129.1100769,韓式料理,釜山,KR,http://maps.google.com/?cid=6886165893440445936,
Suyeong Bonga Dwaeji-gukbap,35.1559205,129.0584735,韓式料理,釜山,KR,http://maps.google.com/?cid=14311116424232603231,
媽媽醬蟹,35.1035099,129.0351385,海鮮料理,釜山,KR,http://maps.google.com/?cid=2673304274305191711,
元祖奶奶章魚,35.142154,129.060169,韓式料理,釜山,KR,http://maps.google.com/?cid=6085948272773152797,
Seomyeon Gop,35.1571075,129.0573212,韓式料理,釜山,KR,http://maps.google.com/?cid=14455168008300596868,
Matchandeul Wang Sogeumgui,35.1554917,129.0556616,抹茶甜點,釜山,KR,http://maps.google.com/?cid=10128160011307536382,
松亭3代豬肉湯飯,35.1556037,129.0585412,韓式料理,釜山,KR,http://maps.google.com/?cid=16690945467578779045,
彥陽烤牛肉釜山家,35.1478022,129.113475,韓式料理,釜山,KR,http://maps.google.com/?cid=6434751662107900609,
豚舍豚,33.4816107,126.4708157,韓式料理,濟州,KR,http://maps.google.com/?cid=4848892538023993737,
燒肉 琉球の牛 恩納店,26.4519972,127.8056266,燒肉/燒烤,沖繩,JP,http://maps.google.com/?cid=14508976097973711902,
제주통큰장어,33.5016454,126.5422459,韓式料理,濟州,KR,http://maps.google.com/?cid=5702129720198219632,
洪家𩵚魠魚焿魷魚焿蝦仁焿,22.6811187,120.491828,台式料理,高雄,TW,http://maps.google.com/?cid=11898067522277411971,
牛肉亮,22.539576,120.5387445,台式料理,高雄,TW,http://maps.google.com/?cid=55180125751310176,
黃記牛雜,22.6519785,120.4868902,台式料理,高雄,TW,http://maps.google.com/?cid=16642037194729317963,
潮州芋見泥,22.548677,120.539337,台式料理,高雄,TW,http://maps.google.com/?cid=15522626978416248264,
東港邱家雙糕潤,22.4668048,120.4505142,台式料理,高雄,TW,http://maps.google.com/?cid=16504464953211207577,
海明星生魚片專賣店,22.4680924,120.4438752,其他,高雄,TW,http://maps.google.com/?cid=9221511540479099744,
阿秀小吃部牛肉麵,22.666468,120.465105,台式料理,高雄,TW,http://maps.google.com/?cid=1626723630008037949,
華記薏仁豆花（店休日公告粉專）,22.6839133,120.4980427,台式料理,高雄,TW,http://maps.google.com/?cid=11937948179372970841,
阿基伯冰店,22.5865092,120.4898659,冰品,高雄,TW,http://maps.google.com/?cid=4295177359808489303,
(黃)萬丹紅豆餅,22.5836201,120.4877625,台式料理,高雄,TW,http://maps.google.com/?cid=3662564762668261863,
安家飯湯,22.4680944,120.4592523,台式料理,高雄,TW,http://maps.google.com/?cid=15544012490399208340,
愛嬌姨海產粥 飯湯,22.4881402,120.4413476,台式小吃,高雄,TW,http://maps.google.com/?cid=2682226070594907740,
古早味飯湯,22.4628085,120.4451736,台式料理,高雄,TW,http://maps.google.com/?cid=10269077147041329395,
社皮飯湯,22.6154969,120.4679522,台式料理,高雄,TW,http://maps.google.com/?cid=14322100250772432391,
美菊麵包店,22.6754133,120.4869484,景點,高雄,TW,http://maps.google.com/?cid=13759541156167816154,
民族夜市𩵚魠魚焿,22.6698288,120.4896247,景點,高雄,TW,http://maps.google.com/?cid=6758618466371873234,
上好佳客式炒粄條,22.5509693,120.5406726,台式料理,高雄,TW,http://maps.google.com/?cid=8099362805467154780,
李家肉圓,22.6800707,120.4925485,台式小吃,高雄,TW,http://maps.google.com/?cid=4742289847815448268,
李家肉圓,22.625026,120.368001,台式小吃,高雄,TW,http://maps.google.com/?cid=6723381728240699582,
